rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10008618-return,Rob Thomas,FALSE,"Capital Times (Madison, WI)",Fresh,4-Mar,9/26/2008,"While their circumstances may be forced, the three characters feel like real, complex, likable people. That's a real rarity in a film about veterans, no matter what the ideology is."
m/10008618-return,Sara Michelle Fetters,FALSE,MovieFreak.com,Fresh,3.5/4,9/26/2008,"There are so many little touches, so many delicate nuances that constantly amaze and inspire, that by the time it was over I almost didn't want their story to come to an end."
m/10008618-return,Claudia Puig,TRUE,USA Today,Rotten,2.5/4,9/26/2008,"This is not the worst of the Iraq-themed movies of the past few years, and it's possibly the best acted of any of them. But you wish the bonding of these three people wasn't diluted by the trite scenarios and artificial circumstances of their saga."
m/10008618-return,Ken Fox,FALSE,TV Guide,Fresh,2.5/4,9/26/2008,The dialogue is often sharp and funny and the performances nicely pitched.
m/10008618-return,Linda Barnard,TRUE,Toronto Star,Rotten,4-Feb,9/26/2008,"As they hit the road, the scenes play out like TV sitcom vignettes with little holding the centre together. We find out details about the characters lives, but never feel we know them."
m/10008618-return,Chris Hewitt,FALSE,St. Paul Pioneer Press,Rotten,4-Jan,9/26/2008,Each secret is more implausible than the last.
m/10008618-return,John Hartl,TRUE,Seattle Times,Fresh,2.5/4,9/26/2008,"McAdams and Pea are affectingly vulnerable, while Robbins convinces as a family man with strong paternal instincts."
m/10008618-return,Peter Hartlaub,TRUE,San Francisco Chronicle,Rotten,4-Feb,9/26/2008,The Lucky Ones has plenty of heart and courage. If it only had a brain ...
m/10008618-return,Marc Mohan,FALSE,Oregonian,Rotten,C+,9/26/2008,"In the end, they laugh together, they cry together and they all learn a little something about this place we call America. At least, that was probably the plan."
m/10008618-return,Nathan Rabin,TRUE,AV Club,Fresh,B-,9/26/2008,"Like its lead characters, Lucky is wounded, lost, and impractical, but it has a messy, winning humanity and an agreeably leisurely pace that almost redeems it."
m/10008618-return,Stephen Whitty,TRUE,Newark Star-Ledger,Rotten,4-Feb,9/26/2008,"It gets so preoccupied with all the local color and colorful locals, that it forgets about the people on this journey -- or their ultimate destination."
m/10008618-return,Kyle Smith,TRUE,New York Post,Rotten,4-Jan,9/26/2008,"Cheap, ignorant, tone-deaf and condescending."
m/10008618-return,Christy DeSmith,TRUE,Minneapolis Star Tribune,Rotten,2.5/4,9/26/2008,Its lack of emotional thrust doesn't inspire the viewer to feel one way or another.
m/10008618-return,Rob Lowman,FALSE,Los Angeles Daily News,Rotten,,9/26/2008,"As entertainment, the film works sporadically, though Burger never finds a rhythm."
m/10008618-return,Bruce Kirkland,FALSE,Jam! Movies,Fresh,5-Apr,9/26/2008,"Director and co-writer Neil Burger's drama uses the war as a springboard to tell a darkly funny, and sometimes profoundly moving, story of the men and women who are the warriors."
m/10008618-return,Rick Groen,TRUE,Globe and Mail,Rotten,4-Feb,9/26/2008,It's all merely unbelievable.
m/10008618-return,Tom Long,TRUE,Detroit News,Fresh,B,9/26/2008,How unusual. How enjoyable.
m/10008618-return,Lisa Kennedy,TRUE,Denver Post,Rotten,4-Feb,9/26/2008,"The chemistry between the three soldiers is strong, but their journey rings hollow."
m/10008618-return,Marjorie Baumgarten,FALSE,Austin Chronicle,Rotten,2.5/5,9/26/2008,The story (by director Burger and Dirk Wittenborn) contains too many coincidences and convergences to wholly ring true.
m/10008618-return,J. R. Jones,TRUE,Chicago Reader,Fresh,,9/26/2008,"By structuring this as a comic road movie, writer-director Neil Burger manages to examine the emotional isolation of returning vets without sinking into a bog of despair."
m/10008618-return,Michael Sragow,FALSE,Baltimore Sun,Fresh,4-Mar,9/26/2008,What gives these episodes cumulative impact is the group portrait that emerges of a well-meaning country in a state of drift.
m/10008618-return,David Germain,TRUE,Associated Press,Rotten,,9/26/2008,[A] far-fetched take on Iraq War homecomings.
m/10008618-return,Laura Kern,TRUE,New York Times,Fresh,5-Mar,9/26/2008,"With a smooth, light touch, The Lucky Ones focuses on the idea that the present and the people who factor into it are all we really have."
m/10008618-return,Frederic and Mary Ann Brussat,FALSE,Spirituality & Practice,Rotten,5-Jan,9/26/2008,Three Army soldiers on the road in America bond together through a series of preposterous happenings that come across as silly.
m/10008618-return,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,4-Mar,9/26/2008,"Of its genre, it's uncommonly good, and it's also the cheeriest movie about Iraq war vets I've yet seen."
m/10008618-return,Steven D. Greydanus,FALSE,Christianity Today,Rotten,2.5/4,9/26/2008,"After running through some pretty contrived paces for much of its running time, The Lucky Ones has some surprises in the last act that ultimately make it more satisfying than it might have been."
m/10008618-return,Brian Tallerico,FALSE,Movie Retriever,Rotten,,9/26/2008,I'm sure a lot of bad fiction has been written about veterans and current soldiers in the Iraq War. It's just not that often that it gets shot and projected on to a big screen.
m/10008618-return,John P. McCarthy,FALSE,ReelTalk Movie Reviews,Rotten,,9/26/2008,The predictable plotting in this well-intentioned salute would be excusable if the dialogue weren't so superficial.
m/10008618-return,Diana Saenger,FALSE,ReviewExpress.com,Rotten,5-Feb,9/27/2008,"The biggest disappointment is in this script, written by Dirk Wittenborn and Neil Burger who gave us the delightful Illusionistin 2006."
m/10008618-return,Philip Martin,FALSE,Arkansas Democrat-Gazette,Rotten,78/100,9/27/2008,... reductive and unfunny ... think Coming Home crossed with Vegas Vacation - Cousin Eddie ...
m/10008618-return,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,9/27/2008,...benefits substantially from the strength and charisma of its three leads...
m/10008618-return,S. Jhoanna Robledo,FALSE,Common Sense Media,Fresh,5-Mar,9/29/2008,War/road trip dramedy is cliched but affecting.
m/10008618-return,Peter Rainer,TRUE,Christian Science Monitor,Rotten,C,9/29/2008,"The Iraq war has thus far produced no truly memorable dramatic movies, as opposed to documentaries, and the losing streak continues with The Lucky Ones."
m/10008618-return,John Beifuss,FALSE,"Commercial Appeal (Memphis, TN)",Fresh,4-Mar,9/29/2008,"The direction is functional, workmanlike; Burger never steals the spotlight from his characters."
m/10008618-return,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Fresh,3.5/5,9/30/2008,Ultimately I was left without any clear notion as to what was being said through the film and why.
m/10008618-return,Adam Fendelman,FALSE,HollywoodChicago.com,Rotten,2.5/5,9/30/2008,"In this interview, The Lucky Ones director Neil Burger speaks about understanding the modern soldier, his surprising casting choice of anti-war activist Tim Robbins as a veteran and why he relates the story while the Iraq conflict continues."
m/10008618-return,Austin Kennedy,FALSE,Sin Magazine,Rotten,1.5/4,10/6/2008,"It feels like the writers were trying for dialogue that sounded natural and improvisational. Instead, it feels scripted and rehearsed. It's all phony balony!"
m/10008618-return,David Cornelius,FALSE,DVDTalk.com,Fresh,5-Mar,3/18/2009,"If not for the warmth and likability of its characters and those playing them, The Lucky Ones would be a tiresome formula picture."
m/10008618-return,Andy Klein,FALSE,Los Angeles CityBeat,Fresh,,2/26/2010,... captures the manner in which both the smallest and largest events on a road trip can build a sense of camaraderie among three strangers with very little in common.
m/10008618-return,Kelly Vance,FALSE,East Bay Express,Fresh,,8/15/2011,"Their real, unstated missions are more in the nature of relocating their souls and finding some elusive peace of mind."
m/10008618-return,Ben Kenigsberg,TRUE,Time Out,Rotten,5-Jan,11/17/2011,
m/10008618-return,Wesley Morris,TRUE,Boston Globe,Rotten,4-Feb,11/24/2011,
m/10008618-return,Martin Tsai,FALSE,Critic's Notebook,Fresh,,10/7/2015,"Mostly everything in the film, regardless of how contrived the set up, eventually rings true."
m/10008618-return,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Rotten,C+,6/3/2017,A cautious but strained apolitical Iraqi War drama.
m/10008618-return,Brian D. Johnson,FALSE,Maclean's Magazine,Rotten,,12/16/2017,It feels like it secretly wants to be a Iraq vet version [ of Y tu Mama Tambien] but is afraid to go there.
m/10008621-run_fat_boy_run,Harvey S. Karten,FALSE,Compuserve,Fresh,B,8/17/2007,Predictable sitcom but delightfully feel-goodish.
m/10008621-run_fat_boy_run,Matthew Turner,FALSE,ViewLondon,Fresh,5-Apr,9/6/2007,"Enjoyable, sharply written and frequently hilarious comedy with strong comic performances from its cast. This should strike a chord with slightly overweight men everywhere."
m/10008621-run_fat_boy_run,Martin Hoyle,TRUE,Financial Times,Rotten,,9/7/2007,Pegg exudes his usual air of faint self-congratulation playing an unlikeable prat whom nobody in their right mind would prefer to the high- flying Azariah or indeed to anyone.
m/10008621-run_fat_boy_run,Leigh Singer,FALSE,Film4,Fresh,5-Mar,9/7/2007,"An enjoyable if patchy and predictable ride, but Simon Pegg shows he's more than capable of going the distance."
m/10008621-run_fat_boy_run,David Edwards,FALSE,Daily Mirror (UK),Rotten,,9/7/2007,"You'll laugh a bit, but not much, while your interest in the storyline will hover between mild interest and vague indifference. Needless to say, all memories of this movie will evaporate on contact with daylight."
m/10008621-run_fat_boy_run,Stella Papamichael,TRUE,BBC.com,Fresh,5-Mar,9/7/2007,Schwimmer often resists an easy laugh in favour of a poignant moment and thereby heightens the sense of urgency during Dennis' last dash for glory.
m/10008621-run_fat_boy_run,,FALSE,Total Film,Fresh,5-Mar,9/7/2007,Pegg proves agreeable company in a lightweight Britcom whose biggest laughs emanate from its supporting cast.
m/10008621-run_fat_boy_run,James Rocchi,FALSE,Cinematical,Fresh,,9/7/2007,"When Schwimmer managed to get Pegg on board, his good fortune became ours."
m/10008621-run_fat_boy_run,Sky Staff,FALSE,Sky Cinema,Fresh,,9/7/2007,Friends star David Schwimmer proves that nothing wins over a crowd like a barking underdog and bags of below-the-belt humour - his directing debut is a wheeze.
m/10008621-run_fat_boy_run,Trevor Johnston,TRUE,Time Out,Fresh,6-Mar,9/7/2007,"What should be dreadfully synthetic actually plays as a pleasant time-passer, thanks to a goodly supply of one-liners, and Pegg and Newton's facility for investing a string of hokey plot devices with genuine warmth. Formulaic, yet disarmingly enjoyable."
m/10008621-run_fat_boy_run,,FALSE,Empire Magazine,Fresh,5-Mar,9/7/2007,"Pegg pitched Shaun of the Dead as ""Richard Curtis shot through the head."" Run, Fat Boy, Run comes on more like ""Richard Curtis kicked in the nuts"" - a refreshingly honest Britcom that never really threatens the ribs but which is amiable company throughout"
m/10008621-run_fat_boy_run,Peter Bradshaw,TRUE,Guardian,Rotten,5-Feb,9/8/2007,"...excessive product-placement has turned the film into one enormous ad for Nike, with all the chilling humourlessness that this implies."
m/10008621-run_fat_boy_run,John DeFore,TRUE,Hollywood Reporter,Fresh,,9/11/2007,...despite lacking marquee stars could do well with the date-night mainstream.
m/10008621-run_fat_boy_run,Dennis Harvey,TRUE,Variety,Rotten,,9/11/2007,"There are no surprises here -- just broad, frequently slapstick gags that don't avoid but do tamp down a bit on the bodily-function school of yokkery."
m/10008621-run_fat_boy_run,Philip French,FALSE,Observer (UK),Rotten,,9/15/2007,Predictable and conventionally anti-American.
m/10008621-run_fat_boy_run,David Nusair,FALSE,Reel Film Reviews,Rotten,4-Feb,9/17/2007,...a mess of sentimental cliches...
m/10008621-run_fat_boy_run,Stuart Wood,FALSE,CinemaBlend,Rotten,2.5/5,9/18/2007,Seems to lack the aspirations necessary to overcome its failings.
m/10008621-run_fat_boy_run,Allan Hunter,FALSE,Screen International,Fresh,,9/22/2007,"It is an immensely likable, big-hearted romantic comedy that has a wide-ranging appeal as unpretentious feel-good escapism and a perfect date movie choice."
m/10008621-run_fat_boy_run,Maitland McDonagh,FALSE,TV Guide,Rotten,4-Feb,9/28/2007,Formulaic and thoroughly conventional.
m/10008621-run_fat_boy_run,Rich Cline,FALSE,Shadows on the Wall,Fresh,5-Mar,10/11/2007,"It's not hysterically funny, but this British comedy is sharp enough to keep us chuckling right to the predictably sappy conclusion."
m/10008621-run_fat_boy_run,Nick Schager,FALSE,Slant Magazine,Rotten,,10/19/2007,"Run, Fatboy, Run is the type of romantic comedy apt to be described as ""nice"" or ""sweet,"" both of which are codewords for ""unexceptional"" and ""useless."""
m/10008621-run_fat_boy_run,Eric Kohn,FALSE,New York Press,Rotten,,10/24/2007,"Run, Fat Boy, Run shows that Simon Pegg can't rescue a derivative dud."
m/10008621-run_fat_boy_run,Emanuel Levy,FALSE,EmanuelLevy.Com,Rotten,C,1/14/2008,"Simon Pegg's considerable skills can only do so much to enliven the mediocre text of actor David Schwimmer's feature directing debut, a mildy humorous trifle with some heart but not enough hilarity."
m/10008621-run_fat_boy_run,Chad Greene,FALSE,Boxoffice Magazine,Rotten,,1/18/2008,It's as if [director David] Schwimmer managed to shoot himself in his foot with the starter's pistol.
m/10008621-run_fat_boy_run,Jules Brenner,FALSE,Cinema Signals,Fresh,5-Apr,1/31/2008,Schwimmer and Pegg have scored a win--largely due to tasteful choices in the subplotting and providing such a rich ensemble to tickle the shenanigans to a higher level.
m/10008621-run_fat_boy_run,Urban Cinefile Critics,FALSE,Urban Cinefile,Rotten,,3/1/2008,"Although I did enjoy the incongruity of the characters, this well-intentioned low brow co-production does not quite make it to the finish line."
m/10008621-run_fat_boy_run,Katey Rich,FALSE,Film Journal International,Rotten,,3/5/2008,"Schwimmer just doesn't have the directorial wit to elevate the intermittently amusing script, and none of the cast seems dedicated enough to raise the bar either."
m/10008621-run_fat_boy_run,Zack Haddad,FALSE,Film Threat,Fresh,3.5/5,3/11/2008,"Pacing and suspension of disbelief aside, I had fun with the heart-felt moments and the sheer comedy. Plus, itâ(TM)s great to see Pegg jump out of his Edgar Wright-zone for a bit and try making a movie with a different group for a change."
m/10008621-run_fat_boy_run,Eric Melin,FALSE,Scene-Stealers.com,Fresh,2.5/4,3/15/2008,"Credit Pegg for inserting his smart brand of character-driven humor everywhere the script needed him (he polished up an old script by Michael Ian Black), and credit Schwimmer for keeping things moving quickly and efficiently."
m/10008621-run_fat_boy_run,Scott Weinberg,FALSE,Cinematical,Fresh,3.5/5,3/16/2008,An unapologetic throwback to the days when comedies didn't have to be all that original -- just as long as they were funny.
m/10008621-run_fat_boy_run,Susan Granger,FALSE,SSG Syndicate,Rotten,10-May,3/17/2008,"Using conventional slapstick gags and inventive crosscutting, David Schwimmer scores as a creditable, if not memorable, director...but the innocuous script is totally predictable."
m/10008621-run_fat_boy_run,Margaret Pomeranz,FALSE,At the Movies (Australia),Fresh,3.5/5,3/19/2008,This is an amiable film that will provoke some chuckles.
m/10008621-run_fat_boy_run,Peter Travers,TRUE,Rolling Stone,Fresh,2.5/4,3/20/2008,"Run, Fat Boy, Run stays out of sitcom quicksand long enough to make you think that Schwimmer has a knack for this comedy-directing thing."
m/10008621-run_fat_boy_run,Cole Smithey,FALSE,ColeSmithey.com,Rotten,C+,3/23/2008,"""Run, Fat Boy, Run"" is a cut-and-dried formula comedy slightly elevated by its more than competent cast."
m/10008621-run_fat_boy_run,Kam Williams,FALSE,NewsBlaze,Fresh,3.5/4,3/23/2008,"Well enough crafted to keep you in stitches while on the edge of your seat for the duration, even if this laff-a-minute escape is more mindless than cerebral."
m/10008621-run_fat_boy_run,David Edelstein,TRUE,New York Magazine/Vulture,Rotten,,3/24/2008,"I wouldn't believe that Run Fat Boy Run was co-written by Simon Pegg if he weren't up there on the screen in teeny briefs and with his gut stuck out, trying to endear himself to the American audience in material maybe a notch above Rob Schneider's."
m/10008621-run_fat_boy_run,Jim Ridley,TRUE,Village Voice,Fresh,,3/25/2008,Pegg has staked out a peculiar slant on genre material that ventures beyond irony toward rehabilitation -- and nobody plays blithe humiliation with more style.
m/10008621-run_fat_boy_run,Andrea Chase,FALSE,Killer Movie Reviews,Fresh,5-Apr,3/26/2008,"Pegg is brilliant, pratfalling his way through heartbreak and indignity"
m/10008621-run_fat_boy_run,James Berardinelli,TRUE,ReelViews,Rotten,4-Feb,3/26/2008,This is yet another parody that falls victim to the desire to become what it's intending to satirize.
m/10008621-run_fat_boy_run,Matt Brunson,FALSE,Creative Loafing,Rotten,4-Jan,3/26/2008,A thin premise undermined by rampant stupidity at every turn.
m/10008621-run_fat_boy_run,Jeanne Aufmuth,FALSE,Palo Alto Weekly,Rotten,2.5/4,3/26/2008,Predictable losers-are-people-too jesting raised a notch by the quality work of consummate professionals.
m/10008621-run_fat_boy_run,Owen Gleiberman,TRUE,Entertainment Weekly,Rotten,D,3/26/2008,"Director David Schwimmer bloats this slapdash concept into dim, witless overkill."
m/10008621-run_fat_boy_run,S. Jhoanna Robledo,FALSE,Common Sense Media,Fresh,5-Mar,3/26/2008,"Brit romcom mixes laughs with swearing, smoking."
m/10008621-run_fat_boy_run,MaryAnn Johanson,FALSE,Flick Filosopher,Fresh,,3/26/2008,[Star/writer Pegg] ladles a deeper understanding of why men screw up into Dennis than we usually see in romantic comedies...
m/10008621-run_fat_boy_run,Roger Moore,TRUE,Orlando Sentinel,Fresh,5-Mar,3/26/2008,"It has meaning and sentiment and a nice pay-off for its finale. But without more laughs, Run Fatboy Run is awfully winded by the time it crosses the finish line."
m/10008621-run_fat_boy_run,Edward Douglas,FALSE,ComingSoon.net,Fresh,10-Jul,3/26/2008,"The presence of Simon Pegg and Dylan Moran elevates what might have been merely a pleasant, harmless but ultimately forgettable romantic comedy."
m/10008621-run_fat_boy_run,Rex Reed,TRUE,Observer,Fresh,,3/26/2008,"Clumsy and inept in demeanor but a whirlwind of comic energy, with an air of self-congratulatory winsomeness, Simon Pegg steals this otherwise minor but enjoyably unpretentious little comedy and pockets it like a Mars bar."
m/10008621-run_fat_boy_run,Christian Toto,FALSE,Washington Times,Fresh,2.5/4,3/27/2008,Run Fat Boy Run wouldn't make it to the finish line without Simon Pegg's winning performance.
m/10008621-run_fat_boy_run,Daniel M. Kimmel,FALSE,Worcester Telegram & Gazette,Rotten,1.5/4,3/27/2008,It runs out of steam - and you'll likely run out of interest - long before the finish line.
m/10008621-run_fat_boy_run,Sara Michelle Fetters,FALSE,MovieFreak.com,Rotten,2.5/4,3/27/2008,Don't get me wrong. The film is seldom boring and I certainly never hated sitting in my seat taking it all in.
m/10008621-run_fat_boy_run,Peter Sobczynski,FALSE,eFilmCritic.com,Rotten,5-Feb,3/27/2008,"Outside of a couple of moments of self-conscious shock humor, the most surprising thing about the film is how square it really is."
m/10008621-run_fat_boy_run,Willie Waffle,FALSE,WaffleMovies.com,Fresh,3.5/4,3/27/2008,Simon Pegg is almost brilliant with his slapstick comedy and dedication to goofiness.
m/10008621-run_fat_boy_run,Peter Canavese,FALSE,Groucho Reviews,Fresh,2.5/4,3/27/2008,"This brand of unfailing comic timing and expressive physicality is rare, and it's why Pegg, in particular, is a star. [Blu-ray]"
m/10008621-run_fat_boy_run,Chris Cabin,FALSE,Filmcritic.com,Rotten,1.5/5,3/27/2008,ends up feeling like a boring limerick told over and over again.
m/10008621-run_fat_boy_run,Brian Orndorf,FALSE,BrianOrndorf.com,Fresh,B,3/27/2008,"Schwimmer is wise to keep his camera trained on Pegg at all times, as the actor can make any sequence worthwhile with his unexpected, jittery retorts and reactions."
m/10008621-run_fat_boy_run,Josh Bell,FALSE,Las Vegas Weekly,Rotten,2.5/5,3/27/2008,"Fatboy may be more welcome than the latest Matthew McConaughey-Kate Hudson vehicle, but only by a nose."
m/10008621-run_fat_boy_run,Jeff Vice,FALSE,Deseret News (Salt Lake City),Rotten,2.5/4,3/27/2008,"While [Pegg] gets some mileage out of this sketchy material, he's undermined by story and character problems, as well as the limp, uninspired direction of actor-turned-filmmaker David Schwimmer."
m/10008621-run_fat_boy_run,Laura Clifford,FALSE,Reeling Reviews,Rotten,C+,3/27/2008,It looks like British writers Simon Pegg and Michael Ian Black have been studying the romantic comedies of Adam Sandler.
m/10008621-run_fat_boy_run,Sean Axmaker,FALSE,Seattle Post-Intelligencer,Rotten,C,3/27/2008,"... lacks the invention of [Simon] Pegg's comedies with Edgar Wright, which buzz and crackle with ideas and energy. This one simply plods through..."
m/10008621-run_fat_boy_run,Nathan Rabin,TRUE,AV Club,Rotten,C+,3/27/2008,"Run Fatboy Run isn't particularly hilarious or moving, but it's got just enough humor and pathos to render its myriad flaws almost forgivable. Almost."
m/10008621-run_fat_boy_run,Eric D. Snider,FALSE,EricDSnider.com,Fresh,B-,3/27/2008,Could a better combination of collaborators have produced something greater? Definitely. But this cheerful mix of juvenility and grown-up-relationship angst goes down smoothly enough to be worth watching.
m/10008621-run_fat_boy_run,Desson Thomson,TRUE,Washington Post,Rotten,,3/27/2008,"Run Fat Boy Run is hard to love, thanks to the tedious romantic-comedy cliches to which it subjects its characters -- and us."
m/10008621-run_fat_boy_run,Michael Phillips,TRUE,Chicago Tribune,Rotten,4-Feb,3/27/2008,"The project represents an uncertain Britification of a script by Chicago native Michael Ian Black, and the result finds itself stranded somewhere out in the Atlantic, mid-crossing."
m/10008621-run_fat_boy_run,Matt Pais,FALSE,Metromix.com,Rotten,2.5/5,3/27/2008,So pathetically average that you can barely muster the energy to have an opinion about it.
m/10008621-run_fat_boy_run,Gene Seymour,TRUE,Newsday,Rotten,2.5/4,3/27/2008,Snarkiness and sentiment are in constant battle for supremacy throughout Run Fat Boy Run with no chance of a comfortable draw.
m/10008621-run_fat_boy_run,Jake Coyle,TRUE,Associated Press,Rotten,,3/27/2008,"[Director] Schwimmer shows some skill by keeping the mood light and making no notable missteps, but he still comes away looking like someone trying, and failing, to play Judd Apatow, the reigning champion of realistic, emotional comedy."
m/10008621-run_fat_boy_run,Glenn Kenny,FALSE,Premiere Magazine,Rotten,1.5/4,3/27/2008,[Director] David Schwimmer takes the sow's ear of a script given him by [Simon] Pegg and Michael Ian Black and deep-fries it into a burnt pork rind of a movie.
m/10008621-run_fat_boy_run,Phil Villarreal,FALSE,Arizona Daily Star,Rotten,4-Feb,3/27/2008,"There are so many scenes of him running, it's surprising Pegg didn't just take off and never come back to the set after he saw how things were going."
m/10008621-run_fat_boy_run,Kimberley Jones,FALSE,Austin Chronicle,Rotten,5-Feb,3/27/2008,"Anyone hoping for the lean meat of the fast, furious, and riotously funny Shaun of the Dead or even the popcorn fancy of the lesser Hot Fuzz will do best to look elsewhere."
m/10008621-run_fat_boy_run,Bill Goodykoontz,TRUE,Arizona Republic,Fresh,3.5/5,3/27/2008,"It may be the kind of film that will make you smile more than laugh, but you'll smile a lot. And although it practically forces you to root for its hero, you won't mind a bit because the hero is played by Simon Pegg."
m/10008621-run_fat_boy_run,Frank Swietek,FALSE,One Guy's Opinion,Rotten,C-,3/27/2008,"Depends on the charm of its leading man. But that proves a commodity which, in Pegg's case, proves to be not only in short supply but positively out of stock."
m/10008621-run_fat_boy_run,Josh Larsen,FALSE,LarsenOnFilm,Rotten,1.5/4,3/27/2008,"Pegg's Dennis is lazy, insensitive and unhygienic. Yet his most defining quality is blandness. I could barely rouse myself to dislike him."
m/10008621-run_fat_boy_run,Tricia Olszewski,FALSE,Let's Not Listen,Fresh,,3/28/2008,"Although you can see the finish line from the starting shot, Pegg elevates the movie from eye-rolling to forgivably genial with his ace delivery and genuinely entertaining pratfalls."
m/10008621-run_fat_boy_run,Rob Vaux,FALSE,Flipside Movie Emporium,Rotten,C,3/28/2008,"It ambles along pleasantly, produces a few chuckles, and is forgotten by the time you pass the popcorn counter on the way out of the theater."
m/10008621-run_fat_boy_run,Larry Ratliff,FALSE,San Antonio Express-News,Rotten,2.5/4,3/28/2008,I wish the script credited to Michael Ian Black (The Pleasure of Your Company) and (Simon) Pegg had a little more intrigue along the way to its predictable finish.
m/10008621-run_fat_boy_run,Ron Wilkinson,FALSE,Monsters and Critics,Rotten,10-May,3/28/2008,"A hackneyed slacker scenario reduces this film from an entertainment marathon to a plot treading water. The feel-good message comes around, but there is too much packaging for the product."
m/10008621-run_fat_boy_run,Sean P. Means,FALSE,Salt Lake Tribune,Fresh,4-Mar,3/28/2008,"[The movie] may not [provide] an onslaught of gut-busting laughs, but the humor that does come forth is heartier and more authentic."
m/10008621-run_fat_boy_run,Michael Black,FALSE,ReviewExpress.com,Fresh,2.5/5,3/28/2008,"For his debut directing role, Schwimmers steers a safe ""PG-13"" date movie that roots for the underdog and has a good overall message."
m/10008621-run_fat_boy_run,Brandon Fibbs,FALSE,BrandonFibbs.com,Rotten,10-May,3/28/2008,"It would have been funnier if, instead of Pegg, his frequent collaborator, Nick Frost had taken the role. Then we would have a film worthy of its name. And maybe even a few more genuine guffaws."
m/10008621-run_fat_boy_run,Teresa Budasi,TRUE,Chicago Sun-Times,Rotten,1.5/4,3/28/2008,"One thing Schwimmer does do right is keep the story moving swiftly. You're in, you're out, no harm done -- unless you want that hour and a half back."
m/10008621-run_fat_boy_run,Claudia Puig,TRUE,USA Today,Fresh,4-Mar,3/28/2008,"Amiable, consistently amusing and surprisingly affecting, it has the flavor of a Nick Hornby novel, with its focus on an overgrown boy struggling to grow up and be a man."
m/10008621-run_fat_boy_run,Peter Howell,TRUE,Toronto Star,Fresh,2.5/4,3/28/2008,"Run, Fat Boy, Run is the directorial debut of actor David Schwimmer, who is much better behind the camera than in front of it. Here, he's taken material best suited to sketch comedy and turned it into a feature of no small heart and humour."
m/10008621-run_fat_boy_run,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,2.5/4,3/28/2008,"Run Fatboy Run is largely content to follow the formula, guide us on a sunny tour of downtown London's tourist hot spots and transform Pegg from paunchy schlub to Runderella with a few decent laughs along the way."
m/10008621-run_fat_boy_run,Mark Rahner,TRUE,Seattle Times,Rotten,4-Feb,3/28/2008,"Tere's nothing edgy or new about Run, Fat Boy, Run."
m/10008621-run_fat_boy_run,Ruthe Stein,TRUE,San Francisco Chronicle,Fresh,4-Mar,3/28/2008,"This is a romantic comedy light on romance but heavy on comedy, and it's well cast to skew in that direction."
m/10008621-run_fat_boy_run,Gary Thompson,FALSE,Philadelphia Daily News,Rotten,C-,3/28/2008,"The sort of flat-footed studio film that takes the basic ingredients of an underground hit, drains them of personality and style, and spits them out as a situation comedy."
m/10008621-run_fat_boy_run,Mike Russell,FALSE,Oregonian,Rotten,C+,3/28/2008,The humor tends toward the mildly crass -- bare buttocks and inappropriate scratching are Schwimmer's go-to comedy staples -- and the story is ridiculous.
m/10008621-run_fat_boy_run,Stephen Whitty,TRUE,Newark Star-Ledger,Rotten,4-Feb,3/28/2008,"Enough already. I mean, I don't have anything against comedies about dopey guys who win the love of a good woman by competing in ridiculous Olympian contests. But if I wanted to see a really funny one, I'd rent a Rocky movie."
m/10008621-run_fat_boy_run,Matt Zoller Seitz,TRUE,New York Times,Fresh,5-Apr,3/28/2008,"The kind of movie that's apt to be dismissed a goofy lark. It is that. But it's also a rare comedy that believes in its own message, and that could inspire the depressed and the demoralized to grit their teeth and keep running."
m/10008621-run_fat_boy_run,Kyle Smith,TRUE,New York Post,Fresh,2.5/4,3/28/2008,"Thanks to a jaunty Brit-rock score and likable characters all around, the movie's easy to watch and occasionally pumps up the emotions."
m/10008621-run_fat_boy_run,Joe Neumaier,TRUE,New York Daily News,Rotten,1.5/4,3/28/2008,"There's much too much of everything in Run, Fatboy, Run. Every ounce of comedy is so forced and full-on ridiculous that when characters express even a smidgen of sentiment, it feels like a parody."
m/10008621-run_fat_boy_run,Duane Dudek,FALSE,Milwaukee Journal Sentinel,Rotten,2.5/4,3/28/2008,"Pleasant but unfocused, a romantic farce, trying very hard to be sweet when it needs to be a bit more cheeky."
m/10008621-run_fat_boy_run,Bob Strauss,FALSE,Los Angeles Daily News,Rotten,2.5/4,3/28/2008,"The material isn't any more inspired than the protagonist is inspiring. Run, Fat Boy, Run should have been whipped into better shape before the starting gun sounded."
m/10008621-run_fat_boy_run,Jason Heck,FALSE,Kansas City Star,Fresh,2.5/4,3/28/2008,"While this movie lacks the screaming energy and consistency of Shaun of the Dead and his hysterical Hot Fuzz, Pegg is able to keep things interesting."
m/10008621-run_fat_boy_run,Jim Slotek,FALSE,Jam! Movies,Fresh,5-Mar,3/28/2008,"A movie that is smartly written, boasts plenty of funny lines and rides hard on Pegg's ability to look and act like the most stoically put-upon person on the planet."
